Path_ID,BIOME_ID,P1_longitude,P1_latitude,P2_longitude,P2_latitude,Distance (km),i,j,category,m
1,-,122.2406009,43.6612792,123.1871392,44.34466621,107.3706397,789,513,1,21600
1,-,123.1871392,44.34466621,122.7881941,45.16298464,96.26753868,513,143,1,21600
1,-,122.7881941,45.16298464,123.8710047,47.0575652,226.6110588,143,536,1,21600
1,-,126.6499849,45.74998395,123.8710047,47.0575652,258.4182838,754,536,1,21600
1,-,123.8710047,47.0575652,122.8595649,47.5334735,93.01400341,536,396,1,21600
1,-,122.8595649,47.5334735,122.7981078,47.97257097,49.03826519,396,242,1,21600
1,-,122.7981078,47.97257097,122.0836817,48.63163292,90.44219988,242,989,1,21600
1,-,122.0836817,48.63163292,121.2891542,48.82602336,62.32080289,989,642,1,21600
1,-,121.2891542,48.82602336,120.7855009,49.26059229,60.75711575,642,1373,1,21600
1,-,120.7855009,49.26059229,118.3352029,49.16126033,178.8679316,1373,1172,1,21600
1,-,118.3352029,49.16126033,115.9418898,50.67861242,240.8594088,1172,1407,1,21600
1,-,115.9418898,50.67861242,114.4646834,51.60560256,146.0175529,1407,434,1,21600
1,-,114.4646834,51.60560256,114.009705,51.59520949,31.54561431,434,555,1,21600
1,-,126.6499849,45.74998395,128.0426211,45.04527532,134.2520191,754,795,1,21600
1,-,128.0426211,45.04527532,128.9651079,44.92709335,73.92819146,795,608,1,21600
1,-,128.9651079,44.92709335,129.4191118,44.547976,55.38977773,608,1326,1,21600
1,-,129.4191118,44.547976,130.3841188,44.62325226,77.08890424,1326,293,1,21600
1,-,130.3841188,44.62325226,130.9926798,44.3840273,55.21570071,293,212,1,21600
1,-,130.9926798,44.3840273,131.6446419,44.27398874,53.41959922,212,1244,1,21600
