City,Longitude,Latitude,Distance
-,58.025841,49.872411,0.581532458251
Tayynsha,69.798062,53.890139,0.0540370243444
Tatabanya,18.175567,47.736919,0.317833289635
Manjimup,116.26021,-35.888308,1.65865156076
Dombarovskiy,60.188472,50.467619,0.708712212397
Matsue,132.995565,38.823167,3.35675095889
Alotau,152.814218,-11.95132,2.87493060786
-,-0.727526,45.176722,0.353012747645
-,25.175283,52.638452,0.975317896893
-,60.386027,56.877679,0.215824002372
Miyazaki,133.011866,30.861862,1.9120596225
Koror,132.62286,6.69096,1.95936852072
Assab,42.197495,13.983314,1.10942237223
-,49.972278,46.775138,1.84078244233
Zielona Gora,15.527812,52.242224,0.293339393877
Xiangtan,112.858225,27.90913,0.072422372234
-,53.829692,47.217116,0.299541316015
-,12.166458,47.589721,0.262085863793
-,32.571064,30.0541,0.053310411741
-,49.424327,39.991287,0.507441622258
-,1.53793,46.354624,0.598806312592
-,1.378591,44.592047,0.578860950488
Bataysk,39.562502,46.764498,0.415033733569
-,70.738289,52.070311,0.657635157211
-,62.103473,28.776437,1.46448113679
Tuapse,39.188298,44.117484,0.124016127983
-,49.473449,40.178312,0.431570388233
-,-0.906891,47.411619,0.383083541803
Farafangana,51.735338,-25.091574,4.51677196679
Versailles,1.816185,48.634033,0.357833760285
-,82.899842,70.226252,1.61483126053
Khaskovo,25.878101,42.015798,0.323123815278
-,2.342858,48.944164,0.0776466354712
Polatli,32.021465,39.553601,0.12952219887
Bratislava,17.116981,48.150018,0.0
-,100.600775,3.016411,0.949008429889
-,62.326242,51.730746,0.998543939945
-,1.858657,46.877844,0.578892908922
-,2.605239,59.246685,2.6770896511
Jinzhou,121.137546,41.079356,0.0559016994375
-,8.850278,53.863309,0.413363036567
Semey,80.211707,50.383567,0.0810555365166
Yalutorovsk,66.501482,56.527717,0.250049995001
-,36.080663,39.107685,0.698863362897
Ussuriysk,131.982175,43.80536,0.0383275357935
Yozgat,34.950219,39.260141,0.574098423617
Buenos Aires,-58.409207,-34.594869,0.0136014705087
Veracruz,-96.207061,19.227675,0.0693541635376
-,112.534976,27.768525,0.373879659784
-,52.947107,56.534723,0.423454838206
-,6.218221,52.163129,0.343001457723
Mudangiang,129.419112,44.547976,0.173118456555
New Delhi,77.204309,28.596225,0.00565685424949
Busan,129.010048,35.095053,0.0
Izmit,29.961092,40.773759,0.0300665927567
-,13.026405,51.97881,0.423293042702
-,30.259209,59.917767,0.0607453701939
Tovuz,45.387321,41.27147,0.36933047532
Leninogorsk,51.962643,54.236842,0.606003300321
-,-118.754092,33.996181,0.574031358028
-,38.763523,55.232837,0.154434452115
-,-101.174543,-11.13103,14.3938934274
Anxi,95.778282,40.595925,0.098488578018
Tikhoretsk,40.097039,45.861588,0.0419761837236
-,11.819905,47.90718,0.318147764411
Gyzlarbat,55.674408,39.243934,0.660787409081
Vladimir,40.418754,56.139919,0.0134536240471
-,109.912771,27.548612,0.258629078025
Rabaul,152.41987,-5.009028,0.850379327124
-,46.627173,44.259847,1.3216145429
-,-105.620911,18.139466,1.58578844743
-,44.837264,41.690328,0.0578013840665
Nassau,-73.599506,27.388465,4.401763851
Nanjing,118.493007,32.092314,0.290056890971
-,64.623399,44.92198,0.78573596074
Gorgan,54.44803,36.842441,0.0341760149813
Oranjestad,-70.782352,12.90758,0.842551482107
-,10.90495,48.953409,0.525655780906
Male,70.472072,2.282579,3.56626415174
-,97.050358,-20.480293,16.7680469942
-,32.317737,30.815844,0.233323809329
-,73.411901,45.536375,0.619600677856
Auxerre,3.83958,47.911866,0.295081344717
Vanadzor,44.541393,40.814403,0.0530094331228
-,60.521998,56.861947,0.0789176786278
-,5.342089,52.758029,0.58914259734
-,103.720557,1.075765,0.255566038432
New York,-74.015596,40.706032,0.0568506816142
-,39.556494,69.374189,4.81180756057
Amursk,136.654045,50.166445,0.249595673039
-,-0.374226,45.086665,0.324052464888
-,-52.893301,-45.406286,8.01163435261
Warsaw,21.073605,52.259391,0.0745452882482
Taraz,71.375613,42.889836,0.0148660687473
-,131.934804,43.46949,0.339920578959
Grand Bassam,-3.89128,3.966236,1.24202938774
-,13.370201,52.5252,0.03214031736
Taldyqorghan,78.407861,45.433924,0.434073726457
Yakeshi,120.785501,49.260592,0.0591354377679
Jiaojing,122.171506,27.494002,1.3884811846
Ushtobe,77.410588,46.914895,1.7421196859
Wuppertal,7.285002,51.289886,0.121757956619
Ugolnye Kopi,178.378134,69.762953,5.07548854791
-,30.756607,30.810169,0.243821656134
Kunming,102.864242,25.010215,0.193535526454
Genoa,8.941162,44.417742,0.0136014705087
Tehran,51.424344,35.671943,0.0
Fengcheng,115.948193,28.317691,0.213560295935
-,14.752877,48.066931,0.528015151298
Sarqan,78.878426,46.26206,1.33578927979
Noginsk,38.401848,55.719902,0.169068033643
-,112.93496,28.349834,0.154029218007
Sukhumi,41.018304,43.070765,0.0510392006207
Solothurn,7.623816,47.237321,0.0905207158611
Pisa,9.827169,44.094432,0.6842550694
Mangyshlak,51.163003,43.652056,0.0434165866922
-,14.441922,50.387271,0.304945896841
Prince Rupert,-130.323635,54.467993,0.151119158282
-,6.082061,46.050113,0.154029218007
-,58.311014,56.847435,0.60515122077
Gatchina,30.128914,59.543265,0.0282842712475
Tianjin,117.196641,39.126929,0.00424264068712
-,131.900849,43.552183,0.275072717658
Benha,31.169198,30.491881,0.0286530975638
Zhengzhou,113.665093,34.754996,0.0
Krasnoufimsk,57.631266,56.555105,0.135351394526
Saint Gallen,9.365886,47.425442,0.004472135955
Guadalajara,-2.344315,41.183475,0.989307838845
-,49.185079,39.887404,0.268793601114
-,12.479183,41.892334,0.00565685424949
-,27.902059,41.25995,0.475420866181
Port Alfred,27.320033,-33.941167,0.556669560871
Sherlovaya Gora,115.94189,50.678612,0.388310442816
-,9.552257,52.215057,0.224341257909
Zhosaly,63.783086,45.756225,0.398558653149
Korla,86.273163,41.78263,0.13393281898
Talara,-84.222191,-4.136542,2.97516604579
-,39.423244,65.672659,1.17569468826
-,11.575743,48.596299,0.21483016548
Tartu,26.6015,57.842654,0.551674723003
Erymentau,73.64804,51.620142,0.543092073225
Tomakomai,141.710506,41.696383,0.967490051628
Tofino,-125.628906,48.423847,0.77785602781
Riyadh,46.772742,24.640833,0.0
-,9.679882,52.351088,0.0403112887415
-,32.342792,30.48641,0.13306013678
Vienna,16.390998,48.211801,0.02683281573
-,9.761116,52.372783,0.0444072066223
Vologda,39.884834,59.22137,0.0366878726557
Coffs Harbour,153.524956,-30.801993,0.644665804894
-,124.032607,37.302415,1.43012621821
Dickson,80.43203,73.484831,0.115121674762
Kazan,49.183166,55.848221,0.113371072148
Anyang,114.381882,35.959672,0.12419339757
Ulladulla,151.166055,-35.443422,0.702185872829
-,30.056671,40.473763,0.327230805396
Alexandria,29.949996,31.200019,0.0
-,26.128248,59.339952,1.11445951026
-,4.158652,51.395492,0.310098371489
-,48.674155,46.649757,0.688303712034
Balyqshy,51.535732,47.254462,0.38017101415
Sydney,151.224988,-33.975475,0.0680073525437
Vadsø,30.073882,71.024371,0.976828029901
-,78.809937,50.622842,1.4770135409
-,154.586113,48.732743,2.46512677159
-,142.802313,51.516437,0.483439758398
-,4.20994,50.838016,0.123101584068
Hong Kong,114.18514,22.305738,0.001
Varamin,52.344198,35.226069,0.702915357636
-,124.386525,31.140874,2.95095323582
-,4.669196,51.680848,0.304699852314
Port-De-Paix,-73.440312,20.778145,1.04356935563
-,32.360062,30.405732,0.209418241803
Arras,2.77479,50.282932,0.008
