,0,1,2,3
1205,1205.0,"273,33","63.4086061687,132.697114795","1,1"
1206,1206.0,"843,1356","174.463248292,64.0342215177","1,1"
1207,1207.0,"571,31","24.5220177854,46.7693147384","1,1"
1208,1208.0,"3,663","26.2338593837,87.2618482575","1,1"
1209,1209.0,"1062,631","108.126983686,69.7909774296","1,1"
1210,1210.0,"1043,1222","141.183611017,190.575072387","4,4"
1211,1211.0,226,81.8168139162,3
1212,1212.0,"1368,843,758","105.65631157,116.831915591,117.526839502","1,1,1"
1213,1213.0,"864,728","93.7544897589,132.811232964","1,1"
1214,1214.0,"1111,1025,1111,1025,1111,1025,1111,1025","52.7860853727,54.8105635601,52.7860853727,54.8105635601,52.7860853727,54.8105635601,52.7860853727,54.8105635601","2,2,1,1,2,2,2,2"
1215,1215.0,"599,12,599,12","282.279386954,78.2930918782,282.279386954,78.2930918782","1,1,2,2"
1216,1216.0,"1096,1400,1096,737,1096,1400,1096,1400","10.6269966506,151.966126043,10.6269966506,39.8817380329,10.6269966506,151.966126043,10.6269966506,151.966126043","2,2,1,1,2,2,2,2"
1217,1217.0,"1442,311","5.00458612024,772.637747794","3,3"
1218,1218.0,"966,747,966,747,966,747,966,747","14.0101948244,61.5824222591,14.0101948244,61.5824222591,14.0101948244,61.5824222591,14.0101948244,61.5824222591","2,2,1,1,2,2,2,2"
1219,1219.0,"1336,173","4063.64219593,3187.69820676","3,3"
1220,1220.0,"998,542,389","270.172054362,278.628657577,1052.57259221","3,3,3"
1221,1221.0,"1047,839","71.9958096092,34.1952237815","2,2"
1222,1222.0,"1210,700","190.575072387,133.922604701","4,4"
1223,1223.0,"346,1147","222.177285488,383.105840296","4,4"
1224,1224.0,327,9.08092868151,3
1225,1225.0,"311,417,507","1010.58004454,784.630000276,356.332691319","3,3,3"
1226,1226.0,"563,594","67.6059659791,615.338353123","1,3"
1227,1227.0,"597,429,597,429,597,429,597,429","75.0473600878,46.9727348788,75.0473600878,46.9727348788,75.0473600878,46.9727348788,75.0473600878,46.9727348788","2,2,1,1,2,2,2,2"
1228,1228.0,"276,1354,321","2780.00604893,1098.65663222,2611.85479438","3,3,3"
1229,1229.0,"1361,1310","3.40560699558,404.639345976","3,3"
1230,1230.0,"333,1401","44.2836533446,67.2577208399","1,1"
1231,1231.0,"961,1020","121.445062045,117.950528058","1,1"
1232,1232.0,"819,1320","67.8835748859,111.231438133","1,1"
1233,1233.0,"745,466","30.1662930411,332.274761141","3,3"
1234,1234.0,"1001,1084","655.914242909,793.187006793","3,3"
1235,1235.0,"1099,1238","2.79851144197,3.99665458937","3,3"
1236,1236.0,"559,1179,343","351.925955284,168.167252688,236.156565551","4,4,4"
1237,1237.0,"710,1253","48.862807534,73.0635366809","1,1"
1238,1238.0,"1235,1101","3.99665458937,1.68938884376","3,3"
1239,1239.0,"556,368,556,368,556,368","154.912277967,153.668787549,154.912277967,153.668787549,154.912277967,153.668787549","1,1,2,2,2,2"
1240,1240.0,"139,807,139,807","134.763829479,126.460587418,134.763829479,126.460587418","2,2,1,1"
1241,1241.0,"35,1368,168","128.938798151,215.057210455,106.524081783","1,1,1"
1242,1242.0,"179,866","15.5864473525,7.28663992037","3,3"
1243,1243.0,"34,6","74.9856818185,168.026136171","1,1"
1244,1244.0,"212,78,212,78","53.4195992159,55.2369711046,53.4195992159,55.2369711046","1,1,2,2"
1245,1245.0,"1253,178","25.6969301384,49.5980642161","1,1"
1246,1246.0,"717,231","480.653124922,833.729119415","3,3"
1247,1247.0,"733,1107","303.601304544,100.991231467","1,1"
1248,1248.0,"268,440,268,440","81.5865036814,124.171518104,81.5865036814,124.171518104","1,1,2,2"
1249,1249.0,"155,685","1272.34853919,701.331431643","3,3"
1250,1250.0,"707,1042","359.301993876,291.798456283","4,4"
1251,1251.0,"356,975","108.895496013,65.9924636104","1,1"
1252,1252.0,"916,1412","78.5532443763,60.2143501308","4,4"
1253,1253.0,"1237,1245","73.0635366809,25.6969301384","1,1"
1254,1254.0,"643,1073","44.5180512378,85.0334102653","1,1"
1255,1255.0,"532,958","31.744442919,31.4742585645","1,1"
1256,1256.0,"839,545","56.1595487327,117.83567907","2,2"
1257,1257.0,"168,1349","290.320416196,61.3311075573","1,1"
1258,1258.0,"777,929,777,929,777,929,777,929","86.4406359805,79.3425480131,86.4406359805,79.3425480131,86.4406359805,79.3425480131,86.4406359805,79.3425480131","2,2,1,1,2,2,2,2"
1259,1259.0,"1279,214","56.0393732279,141.978187051","1,1"
1260,1260.0,"890,431","682.307044807,363.112025817","3,3"
1261,1261.0,"157,29","64.7569249801,17.5833337617","1,1"
1262,1262.0,"1142,8,1142,8,1142,8,1142,8","27.3702476534,21.6240013068,27.3702476534,21.6240013068,27.3702476534,21.6240013068,27.3702476534,21.6240013068","2,2,1,1,2,2,2,2"
1263,1263.0,"257,370,257,370,257,370,257,370","89.3802192504,79.9100537152,89.3802192504,79.9100537152,89.3802192504,79.9100537152,89.3802192504,79.9100537152","2,2,1,1,2,2,2,2"
1264,1264.0,"164,120","431.978594824,1881.57528538","3,3"
1265,1265.0,"615,1347,1085,592","566.081009205,500.917772526,592.499248172,1197.10897806","3,3,3,3"
1266,1266.0,"1423,893","124.736509126,88.1666136844","1,1"
1267,1267.0,"1190,94,1190,94","436.70259196,114.566514717,436.70259196,114.566514717","1,1,2,2"
1268,1268.0,"962,1353,1001,1303","1170.40202609,1684.17736346,1908.77627646,2510.62132785","3,3,3,3"
1269,1269.0,"1371,1038,1371,1038,1371,1038,1371,1038","1.62291322389,5.13577078124,1.62291322389,5.13577078124,1.62291322389,5.13577078124,1.62291322389,5.13577078124","2,2,1,1,2,2,2,2"
1270,1270.0,"830,146,830,146,830,146,830,146","32.5357898208,19.8573068803,32.5357898208,19.8573068803,32.5357898208,19.8573068803,32.5357898208,19.8573068803","2,2,1,1,2,2,2,2"
1271,1271.0,"567,787","60.3496893811,40.124681302","1,1"
1272,1272.0,"151,10,151,10,151,10,151,10","29.4536233031,78.2736678908,29.4536233031,78.2736678908,29.4536233031,78.2736678908,29.4536233031,78.2736678908","2,2,1,1,2,2,2,2"
1273,1273.0,"411,585","115.553658873,162.901550052","1,1"
1274,1274.0,"1155,1155,1425,1155,1155","87.4520355661,87.4520355661,509.212238929,87.4520355661,87.4520355661","2,1,3,2,2"
1275,1275.0,"214,949","44.5829857989,57.9621834737","1,1"
1276,1276.0,"319,139,319,139","70.0512426449,113.250203317,70.0512426449,113.250203317","2,2,1,1"
1277,1277.0,"1050,290","46.0997708863,73.1461220482","1,1"
1278,1278.0,"703,1091","258.49222142,356.011889374","3,3"
1279,1279.0,"291,1259","46.512402762,56.0393732279","1,1"
1280,1280.0,"1328,595","545.000680434,514.56312712","3,3"
1281,1281.0,"1343,1138","769.040821708,969.764116169","3,3"
1282,1282.0,"640,907","10.7221741987,16.4801957861","3,3"
1283,1283.0,"246,257,246,257,246,257,246,257","74.1734017375,64.3163121815,74.1734017375,64.3163121815,74.1734017375,64.3163121815,74.1734017375,64.3163121815","2,2,1,1,2,2,2,2"
1284,1284.0,"1023,56,1023,56,1023,56","1.52073238048,13.6895933299,1.52073238048,13.6895933299,1.52073238048,13.6895933299","1,1,2,2,2,2"
1285,1285.0,"557,957","606.315153236,623.301316359","3,3"
1286,1286.0,"167,708,149,73,667","809.134653752,1899.72798947,1046.29988512,1610.95885675,1348.2661003","3,3,3,3,3"
1287,1287.0,"282,416","299.587273717,785.014718236","3,3"
1288,1288.0,"1434,638","100.231110148,99.5710559659","1,1"
1289,1289.0,"190,527,190,527,190,527,190,527","93.9777463545,81.0311367423,93.9777463545,81.0311367423,93.9777463545,81.0311367423,93.9777463545,81.0311367423","2,2,1,1,2,2,2,2"
1290,1290.0,"1323,414,1323,414,1323,414,1323,414","35.4503501323,34.0524977117,35.4503501323,34.0524977117,35.4503501323,34.0524977117,35.4503501323,34.0524977117","2,2,1,1,2,2,2,2"
1291,1291.0,"502,50","58.7829875449,34.0866636355","1,1"
1292,1292.0,"464,817,447","34.2448235581,23.2685787539,29.236536362","1,1,1"
1293,1293.0,"724,137","6.69068426816,17.140112006","3,3"
1294,1294.0,"1301,1403","21.1848982999,23.4772421701","1,1"
1295,1295.0,"871,827,871,827,871,827,871,827","34.8909101905,36.0926705895,34.8909101905,36.0926705895,34.8909101905,36.0926705895,34.8909101905,36.0926705895","2,2,1,1,2,2,2,2"
1296,1296.0,"473,760,473,760,473,760,473,760","35.8039284317,46.8283829105,35.8039284317,46.8283829105,35.8039284317,46.8283829105,35.8039284317,46.8283829105","2,2,1,1,2,2,2,2"
1297,1297.0,"2,241","76.4970560989,39.7156132642","1,1"
1298,1298.0,"57,778,57,778","14.5393967213,100.703382222,14.5393967213,100.703382222","2,2,1,1"
1299,1299.0,"251,430","243.930249296,250.675568931","1,1"
1300,1300.0,"821,661","55.6867821548,110.677803555","1,1"
1301,1301.0,"263,1294","41.0078317523,21.1848982999","1,1"
1302,1302.0,"441,802","22.1880163486,30.5053376646","1,1"
1303,1303.0,"120,1152,1268","2108.6853286,2102.25937222,2510.62132785","3,3,3"
1304,1304.0,"1003,158","45.9961184967,31.8239729423","1,1"
1305,1305.0,"329,910","172.06465673,165.251039357","4,4"
1306,1306.0,"113,340","94.2872465974,67.0296640915","1,1"
1307,1307.0,"665,1003,665,1003,665,1003,665,1003","18.7478979768,8.6436320936,18.7478979768,8.64363209361,18.7478979768,8.6436320936,18.7478979768,8.6436320936","2,2,1,1,2,2,2,2"
1308,1308.0,"425,1022","111.931682512,64.8536899052","1,1"
1309,1309.0,"38,1056","57.7345903363,2.4046064851","1,1"
1310,1310.0,"1229,730","404.639345976,4.63434920101","3,3"
1311,1311.0,"901,928","69.2145120897,121.797365252","1,1"
1312,1312.0,"773,871,773,871,773,871,773,871","19.1542493125,33.5464135889,19.1542493125,33.5464135889,19.1542493125,33.5464135889,19.1542493125,33.5464135889","2,2,1,1,2,2,2,2"
1313,1313.0,"939,346","226.040284874,147.302591309","4,4"
1314,1314.0,"820,727,820,727","185.690839857,175.539922058,185.690839857,175.539922058","1,1,2,2"
1315,1315.0,"210,121","18.8336401797,26.2628896998","3,3"
1316,1316.0,"461,1438,30","85.7164486631,102.946547406,141.936607198","1,1,1"
1317,1317.0,"145,768,145,768,145,768","91.1522838587,127.596762633,91.1522838587,127.596762633,91.1522838587,127.596762633","1,1,2,2,2,2"
1318,1318.0,"67,51","65.3529487849,97.4933892951","1,1"
1319,1319.0,"674,308,674,308","3.45821317668,22.1150397276,3.45821317668,22.1150397276","1,1,2,2"
1320,1320.0,"1232,67","111.231438133,74.9598402302","1,1"
1321,1321.0,1081,781.085235594,3
1322,1322.0,102,1094.75525485,3
1323,1323.0,"341,1290,341,1290,341,1290,341,1290","104.160981858,35.4503501323,104.160981858,35.4503501323,104.160981858,35.4503501323,104.160981858,35.4503501323","2,2,1,1,2,2,2,2"
1324,1324.0,"186,814,1126,354","60.4240696733,21.279930708,70.7675943416,35.7866889946","1,1,1,1"
1325,1325.0,"348,375,348,375,348,375,348,375","25.654882318,51.3182867687,25.654882318,51.3182867687,25.654882318,51.3182867687,25.654882318,51.3182867687","2,2,1,1,2,2,2,2"
1326,1326.0,"608,293,608,293","55.3897777313,77.088904237,55.3897777313,77.088904237","1,1,2,2"
1327,1327.0,670,192.546335142,1
1328,1328.0,"13,1280","489.891951048,545.000680434","3,3"
1329,1329.0,"1048,1158","39.0090360033,35.0915078292","1,1"
1330,1330.0,"538,114,947","75.1127731607,22.0632222957,28.8252396866","1,1,1"
1331,1331.0,"1006,205","467.568019168,1.96377050156","3,3"
1332,1332.0,"576,443","56.5264748848,107.226161286","1,1"
1333,1333.0,"405,320","39.0152263206,80.7962371","1,1"
1334,1334.0,"61,762,44","45.698773956,284.507274548,57.0269478814","3,3,3"
1335,1335.0,"1127,880","15.6815244064,19.1079525945","1,1"
1336,1336.0,"796,1219","1450.41200003,4063.64219593","3,3"
1337,1337.0,"682,1121,682,1121","93.7695198738,122.441184952,93.7695198738,122.441184952","2,2,1,1"
1338,1338.0,"241,163","72.4487460391,141.171723266","1,1"
1339,1339.0,"447,196","23.149464102,31.0027575783","1,1"
1340,1340.0,"751,27","93.1280371165,276.243663248","1,1"
1341,1341.0,"954,938,954,938,954,938,954,938","68.8127173039,80.6780508313,68.8127173039,80.6780508313,68.8127173039,80.6780508313,68.8127173039,80.6780508313","2,2,1,1,2,2,2,2"
1342,1342.0,240,322.088625529,1
1343,1343.0,"73,1281,495","946.07420424,769.040821708,1474.05327445","3,3,3"
1344,1344.0,"106,188","101.161141651,47.2778365027","1,1"
1345,1345.0,"1067,988,877","179.478099751,287.954874775,173.689078286","3,3,3"
1346,1346.0,"1064,629,576","7.74925513063,2.34779052999,9.5307543152","1,1,1"
1347,1347.0,"1265,1446,226","500.917772526,732.339343527,650.889328334","3,3,3"
1348,1348.0,"1030,253,1030,253,1030,253,1030,253","87.272679493,96.1820165163,87.272679493,96.1820165163,87.272679493,96.1820165163,87.272679493,96.1820165163","2,2,1,1,2,2,2,2"
1349,1349.0,"1257,1409","61.3311075573,113.728169419","1,1"
1350,1350.0,"128,751","149.244836774,230.407714135","1,1"
1351,1351.0,"973,409,960","498.91725979,491.772613597,699.446101997","3,3,3"
1352,1352.0,"895,142","34.7747602701,23.2769760977","1,1"
1353,1353.0,"1268,335","1684.17736346,806.720630001","3,3"
1354,1354.0,"468,1228","476.618443233,1098.65663222","3,3"
1355,1355.0,"24,150","3.26037512987,16.6798844186","3,3"
1356,1356.0,"1206,122","64.0342215177,70.0799138986","1,1"
1357,1357.0,"1192,855","55.4505796228,41.8372920128","1,1"
1358,1358.0,"710,533","60.3130877081,94.3375604834","1,1"
1359,1359.0,"977,223,977,223,977,223,977,223","4.66134542795,3.7292816671,4.66134542795,3.7292816671,4.66134542795,3.7292816671,4.66134542795,3.7292816671","2,2,1,1,2,2,2,2"
1360,1360.0,"1145,419","45.3957400629,120.461591746","3,3"
1361,1361.0,"995,1060,1169,1229","116.578355546,28.3514788505,33.1331468324,3.40560699558","3,3,3,3"
1362,1362.0,"592,364,615","1372.74161224,998.758660467,410.752124082","3,3,3"
1363,1363.0,"134,1104,732","258.049965956,203.714561917,253.400077555","4,4,4"
1364,1364.0,"1004,427","37.8977903949,128.697906186","2,2"
1365,1365.0,"574,234","36.3233101117,31.5443196474","1,1"
1366,1366.0,"1081,856","957.262714244,767.190893583","3,3"
1367,1367.0,"370,794,370,794,370,794,370,794","71.2679822833,77.2018104942,71.2679822833,77.2018104942,71.2679822833,77.2018104942,71.2679822833,77.2018104942","2,2,1,1,2,2,2,2"
1368,1368.0,"1241,1212","215.057210455,105.65631157","1,1"
1369,1369.0,"1118,244,1118,244","4.23536930681,2.43539279315,4.23536930681,2.43539279315","1,1,2,2"
1370,1370.0,"572,1198,1167","447.332994532,524.694352829,153.978910943","3,3,3"
1371,1371.0,"195,1269,195,1269,734,195,1269,195,1269","2.18777413055,1.62291322389,2.18777413055,1.62291322389,1.78102158713,2.18777413055,1.62291322389,2.18777413055,1.62291322389","2,2,1,1,1,2,2,2,2"
1372,1372.0,"337,1384","124.909331585,99.0370924624","1,1"
1373,1373.0,"642,1172,642,1172","60.7571157501,178.867931598,60.7571157501,178.867931598","1,1,2,2"
1374,1374.0,"1444,698","457.888170404,521.954728222","3,3"
1375,1375.0,"379,935,379,935","170.745266749,185.044344987,170.745266749,185.044344987","2,2,1,1"
1376,1376.0,"211,181,211,181,211,181,211,181","41.3844199354,19.3325006254,41.3844199354,19.3325006254,41.3844199354,19.3325006254,41.3844199354,19.3325006254","2,2,1,1,2,2,2,2"
1377,1377.0,"653,704","101.714033343,120.632122463","4,4"
1378,1378.0,"255,262","22.0836876607,25.0127790155","1,1"
1379,1379.0,"659,800,1196","116.901507907,138.967279595,93.5639035836","1,1,1"
1380,1380.0,237,51.074095623,3
1381,1381.0,"1443,706,243","97.0621278443,125.247752712,141.400699347","1,1,1"
1382,1382.0,"493,498,493,498,493,498,493,498","102.066035487,92.9667502016,102.066035487,92.9667502016,102.066035487,92.9667502016,102.066035487,92.9667502016","2,2,1,1,2,2,2,2"
1383,1383.0,"170,279","71.1989040027,22.9620813144","1,1"
1384,1384.0,"1372,379","99.0370924624,93.9836481081","1,1"
1385,1385.0,"697,162,697,162,697,162,697,162","18.4476432781,31.6278304089,18.4476432781,31.6278304089,18.4476432781,31.6278304089,18.4476432781,31.6278304089","2,2,1,1,2,2,2,2"
1386,1386.0,"414,1164,414,1164,414,1164,414,1164","16.9604328235,117.481446344,16.9604328235,117.481446344,16.9604328235,117.481446344,16.9604328235,117.481446344","2,2,1,1,2,2,2,2"
1387,1387.0,"661,1041","78.397184665,53.8973192767","1,1"
1388,1388.0,"650,333","34.8274821741,24.0001532829","1,1"
1389,1389.0,237,55.2258597191,3
1390,1390.0,1149,116.85202087,1
1391,1391.0,"981,133","35.3380429589,33.8511598512","1,1"
1392,1392.0,712,415.624471244,3
1393,1393.0,"913,189","14.8872503327,17.8884723577","1,1"
1394,1394.0,"737,1400","67.542103757,52.8536612358","1,1"
1395,1395.0,"662,68,88","34.0028056173,5.61985942351,9.87639188889","1,1,1"
1396,1396.0,"586,750,586,750,586,750,586,750","108.037094792,44.1160498104,108.037094792,44.1160498104,108.037094792,44.1160498104,108.037094792,44.1160498104","2,2,1,1,2,2,2,2"
1397,1397.0,"308,1118,308,1118","9.0031291984,6.3578662634,9.0031291984,6.3578662634","1,1,2,2"
1398,1398.0,"713,255","49.6026727498,37.1255927513","1,1"
1399,1399.0,"850,41,1428,1183,850,41,1428,1183,850,41,1428,1183,850,41,1428,1183","229.319137153,28.7537951644,148.686583375,102.648418685,229.319137153,28.7537951644,148.686583375,102.648418685,229.319137153,28.7537951644,148.686583375,102.648418685,229.319137153,28.7537951644,148.686583375,102.648418685","2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2"
1400,1400.0,"1216,853,1394,853,1216,853,1216,853","151.966126043,68.602864015,52.8536612358,68.602864015,151.966126043,68.602864015,151.966126043,68.602864015","2,2,1,1,2,2,2,2"
1401,1401.0,"1230,1029","67.2577208399,9.99009371261","1,1"
1402,1402.0,"865,806,865,806,865,806,865,806","136.0299359,142.331128188,136.0299359,142.331128188,136.0299359,142.331128188,136.0299359,142.331128188","2,2,1,1,2,2,2,2"
1403,1403.0,"1294,613","23.4772421701,21.8296839868","1,1"
1404,1404.0,"764,474","242.503745979,0.525541539592","3,3"
1405,1405.0,"1112,222","36.6368710524,0.24859427742","1,1"
1406,1406.0,"1152,227,983","586.720985532,516.024749584,1620.59752039","3,3,3"
1407,1407.0,"1172,434,1172,434","240.859408786,146.017552886,240.859408786,146.017552886","1,1,2,2"
1408,1408.0,"48,1136,48,1136,48,1136,48,1136","9.46572729722,40.7505089334,9.46572729722,40.7505089334,9.46572729722,40.7505089334,9.46572729722,40.7505089334","2,2,1,1,2,2,2,2"
1409,1409.0,"1349,766","113.728169419,7.39281540265","1,1"
1410,1410.0,"506,482","126.163078658,181.271447024","1,1"
1411,1411.0,"685,1171","1365.94682466,1312.14083161","3,3"
1412,1412.0,"1252,732","60.2143501308,239.245942848","4,4"
1413,1413.0,"1115,438","20.1262243914,7.3231434892","1,1"
1414,1414.0,"549,1153","105.348469422,34.9676696671","1,1"
1415,1415.0,"491,1088","134.593666946,153.629858538","1,1"
1416,1416.0,"770,897","252.042016185,149.009255281","4,4"
1417,1417.0,"256,582,712","196.386186668,1205.08460664,1014.16947177","3,3,3"
1418,1418.0,408,488.509209968,3
1419,1419.0,"743,535,743,535,743,535,743,535","5.22860433994,3.86323671468,5.22860433994,3.86323671468,5.22860433994,3.86323671468,5.22860433994,3.86323671468","2,2,1,1,2,2,2,2"
1420,1420.0,"1184,994","3.87470272589,3.3257067562","3,3"
1421,1421.0,"656,170","9.28261115386,52.630002567","1,1"
1422,1422.0,"933,743,933,743,933,743,933,743","14.2166486742,1.04494025969,14.2166486742,1.04494025969,14.2166486742,1.04494025969,14.2166486742,1.04494025969","2,2,1,1,2,2,2,2"
1423,1423.0,"1125,1266","143.934294834,124.736509126","1,1"
1424,1424.0,"609,206","240.050236527,286.787347348","3,3"
1425,1425.0,"1100,1274,693,635,1444","264.216017502,509.212238929,134.086570567,169.156711707,684.255848241","3,3,3,3,3"
1426,1426.0,"1162,1090","180.250767132,114.955751242","4,4"
1427,1427.0,"831,449,467,1137,831,449,831,449","193.010711988,124.292286085,69.1108531044,41.6179155733,193.010711988,124.292286085,193.010711988,124.292286085","2,2,1,1,2,2,2,2"
1428,1428.0,"1399,622,1399,622,1399,622,1399,622","148.686583375,162.893210731,148.686583375,162.893210731,148.686583375,162.893210731,148.686583375,162.893210731","2,2,1,1,2,2,2,2"
1429,1429.0,"742,1436","358.473320662,162.936544359","3,3"
1430,1430.0,"1158,588","34.242874596,59.6774618883","1,1"
1431,1431.0,"262,326","64.1724571095,31.1902493816","1,3"
1432,1432.0,"662,797","195.09207963,26.418187067","1,1"
1433,1433.0,"247,562","27.1946999177,42.2656819062","3,3"
1434,1434.0,"497,1288","51.5561086689,100.231110148","1,1"
1435,1435.0,"638,862","34.4566856976,36.3825343054","1,1"
1436,1436.0,"1429,206,197","162.936544359,127.952833411,1243.6982942","3,3,3"
1437,1437.0,"115,119","156.596017658,99.4532992088","4,4"
1438,1438.0,"647,1316","231.030523367,102.946547406","1,1"
1439,1439.0,"700,811","258.823292728,232.714870854","4,4"
1440,1440.0,"946,672","74.6965840491,44.7263643599","2,2"
1441,1441.0,"824,1203,824,1203,824,1203,824,1203","8.70704379903,12.9939685852,8.70704379903,12.9939685852,8.70704379903,12.9939685852,8.70704379903,12.9939685852","2,2,1,1,2,2,2,2"
1442,1442.0,"18,1217","25.2527181881,5.00458612024","3,3"
1443,1443.0,"1381,128","97.0621278443,144.341212295","1,1"
1444,1444.0,"1374,1103,557,1425,167","457.888170404,281.32929101,217.866501138,684.255848241,2324.91917269","3,3,3,3,3"
1445,1445.0,"1142,912,1142,912,1142,912,1142,912","19.3145400325,23.3082531302,19.3145400325,23.3082531302,19.3145400325,23.3082531302,19.3145400325,23.3082531302","2,2,1,1,2,2,2,2"
1446,1446.0,"1347,171","732.339343527,1361.56053692","3,3"
1447,1447.0,"646,363","14.8838134395,2.61390002656","3,3"
1448,1448.0,"459,426,459,426,459,426,459,426","20.1720179075,17.7645004014,20.1720179075,17.7645004014,20.1720179075,17.7645004014,20.1720179075,17.7645004014","2,2,1,1,2,2,2,2"
