,0,1,2,3
596,596.0,"835,215","469.912590407,243.505424495","4,4"
597,597.0,"437,1227,437,1227,437,1227,437,1227","3.08697573538,75.0473600878,3.08697573538,75.0473600878,3.08697573538,75.0473600878,3.08697573538,75.0473600878","2,2,1,1,2,2,2,2"
598,598.0,"281,691,281,691,281,691","61.746633714,42.6253083886,61.746633714,42.6253083886,61.746633714,42.6253083886","1,1,2,2,2,2"
599,599.0,"632,1215,632,1215","55.4673102649,282.279386954,55.4673102649,282.279386954","1,1,2,2"
600,600.0,"248,954,248,954,248,954,248,954","101.869612934,65.8718324975,101.869612934,65.8718324975,101.869612934,65.8718324975,101.869612934,65.8718324975","2,2,1,1,2,2,2,2"
601,601.0,"412,982","36.7113771176,106.417077433","1,1"
602,602.0,"708,1138","2244.9888294,1465.25683057","3,3"
603,603.0,"855,157","54.9023994248,19.0997193586","1,1"
604,604.0,"270,645,270,645,270,645","23.0036296515,65.4388767447,23.0036296515,65.4388767447,23.0036296515,65.4388767447","1,1,2,2,2,2"
605,605.0,"307,566,156","297.281809847,142.882763648,897.564659696","3,3,3"
606,606.0,"31,362","25.7226251068,30.4656276446","1,1"
607,607.0,"898,775,476,298","262.929215997,713.97391064,572.801993102,536.808025894","3,3,3,3"
608,608.0,"795,1326,795,1326","73.9281914586,55.3897777313,73.9281914586,55.3897777313","1,1,2,2"
609,609.0,"825,1424","145.223647553,240.050236527","3,3"
610,610.0,"188,729","44.7012839756,29.2895587174","1,1"
611,611.0,"575,722,846","168.990770112,105.610610561,90.6142279769","1,1,1"
612,612.0,"1018,317","1186.98298956,1277.32145914","3,3"
613,613.0,"965,550,1403","41.6635635671,65.1071410135,21.8296839868","1,1,1"
614,614.0,"460,1011,460,1011,460,1011","14.1952891143,29.5856109864,14.1952891143,29.5856109864,14.1952891143,29.5856109864","1,1,2,2,2,2"
615,615.0,"1362,1265,342","410.752124082,566.081009205,215.914435617","3,3,3"
616,616.0,"222,187","38.3009841706,36.9394760086","1,1"
617,617.0,"375,1002,375,1002,375,1002,375,1002","28.3040660338,48.5453868252,28.3040660338,48.5453868252,28.3040660338,48.5453868252,28.3040660338,48.5453868252","2,2,1,1,2,2,2,2"
618,618.0,"25,644,572","813.873608309,890.594981136,967.212720448","3,3,3"
619,619.0,"314,784,125,314,784,314,784","70.5408054492,124.995302497,28.3928526924,70.5408054492,124.995302497,70.5408054492,124.995302497","1,1,1,2,2,2,2"
620,620.0,"362,166","35.7390908875,30.5674036584","1,1"
621,621.0,"663,896","76.8068979639,35.6634584608","1,1"
622,622.0,"1428,316,1428,316,1428,316,1428,316","162.893210731,68.025816485,162.893210731,68.025816485,162.893210731,68.025816485,162.893210731,68.025816485","2,2,1,1,2,2,2,2"
623,623.0,"192,746,192,746,192,746,192,746","39.3364200922,33.2021227496,39.3364200922,33.2021227496,39.3364200922,33.2021227496,39.3364200922,33.2021227496","2,2,1,1,2,2,2,2"
624,624.0,"991,931,991,931,991,931,991,931","20.6556708549,27.5271866058,20.6556708549,27.5271866058,20.6556708549,27.5271866058,20.6556708549,27.5271866058","2,2,1,1,2,2,2,2"
625,625.0,"768,388,768,388,768,388","43.6460976124,292.585865953,43.6460976124,292.585865953,43.6460976124,292.585865953","1,1,2,2,2,2"
626,626.0,"463,281,463,281,463,281","33.2281050587,68.402086417,33.2281050587,68.402086417,33.2281050587,68.402086417","1,1,2,2,2,2"
627,627.0,988,168.122124539,3
628,628.0,"1091,558","1963.33187208,233.614713491","3,3"
629,629.0,"1092,1346","13.3565338687,2.34779052999","1,1"
630,630.0,422,234.39289788,3
631,631.0,"1209,97","69.7909774296,102.23367453","1,1"
632,632.0,"444,599,444,599","64.6992566908,55.4673102649,64.6992566908,55.4673102649","1,1,2,2"
633,633.0,"1024,1117,22,1024,1117,22,1024,22,1024,22","179.69644,276.813215518,97.4836406417,179.69644,276.813215518,97.4836406417,179.69644,97.4836406417,179.69644,97.4836406417","2,2,2,1,1,1,2,2,2,2"
634,634.0,758,40.0561830396,1
635,635.0,"750,1425","420.231532385,169.156711707","3,3"
636,636.0,"644,516","2644.92282996,885.637198871","3,3"
637,637.0,"544,1094,1066","14.2826245881,17.3515114239,7.20393242886","1,1,1"
638,638.0,"1288,1435","99.5710559659,34.4566856976","1,1"
639,639.0,"1071,881","102.917396836,157.307532143","1,1"
640,640.0,"83,1282","39.302658281,10.7221741987","3,3"
641,641.0,"29,60","37.4876129774,20.8919782202","1,1"
642,642.0,"989,1373,989,1373","62.3208028864,60.7571157501,62.3208028864,60.7571157501","1,1,2,2"
643,643.0,"153,1254","89.2245587977,44.5180512378","1,1"
644,644.0,"618,546,109,636","890.594981136,1304.79142584,1416.47167889,2644.92282996","3,3,3,3"
645,645.0,"1011,604,1011,604,1011,604","68.0721532855,65.4388767447,68.0721532855,65.4388767447,68.0721532855,65.4388767447","1,1,2,2,2,2"
646,646.0,"528,1447","11.1803865174,14.8838134395","3,3"
647,647.0,"481,491,1438","11.0620226057,87.6101006523,231.030523367","1,1,1"
648,648.0,"328,298","98.3980641962,175.275365996","3,3"
649,649.0,"253,828,253,828,253,828,253,828","58.1153988329,156.092271337,58.1153988329,156.092271337,58.1153988329,156.092271337,58.1153988329,156.092271337","2,2,1,1,2,2,2,2"
650,650.0,"1159,1388","41.3241832151,34.8274821741","1,1"
651,651.0,"776,762","2302.87094844,1481.23908861","3,3"
652,652.0,"1200,971","40.9206636365,71.340456301","1,1"
653,653.0,"36,1377","213.675482496,101.714033343","4,4"
654,654.0,71,160.252471785,3
655,655.0,"1126,428","17.4074007019,18.4014358526","1,1"
656,656.0,"857,1421","14.7562762077,9.28261115386","1,1"
657,657.0,"709,561","100.673220506,60.503105827","1,1"
658,658.0,"886,539,886,539,886,539,886,539","68.9163610141,64.7996204041,68.9163610141,64.7996204041,68.9163610141,64.7996204041,68.9163610141,64.7996204041","2,2,1,1,2,2,2,2"
659,659.0,"531,1379","145.302407168,116.901507907","1,1"
660,660.0,"580,833,969","340.102233788,595.467229953,6285.56799533","3,3,3"
661,661.0,"1300,1387","110.677803555,78.397184665","1,1"
662,662.0,"1395,1432","34.0028056173,195.09207963","1,1"
663,663.0,"1208,621","87.2618482575,76.8068979639","1,1"
664,664.0,"667,156","940.316308857,439.807004548","3,3"
665,665.0,"415,1307,415,1307,415,1307,415,1307","69.5521308517,18.7478979768,69.5521308517,18.7478979768,69.5521308517,18.7478979768,69.5521308517,18.7478979768","2,2,1,1,2,2,2,2"
666,666.0,"1069,992","6.97577177595,7.10938430841","3,3"
667,667.0,"753,664,1286","1196.8161387,940.316308857,1348.2661003","3,3,3"
668,668.0,"554,377","163.411289062,18.7611497089","1,1"
669,669.0,"307,832","144.86251296,154.962775468","3,3"
670,670.0,"585,1327","121.138431374,192.546335142","1,1"
671,671.0,"279,464","103.378382969,40.775765371","1,1"
672,672.0,"1440,1047","44.7263643599,60.2348917152","2,2"
673,673.0,"466,408","8.18861644022,465.235496467","3,3"
674,674.0,"78,1319,78,1319","0.0468444296407,3.45821317668,0.0468444296407,3.45821317668","1,1,2,2"
675,675.0,"177,418","196.622812942,567.011868872","4,4"
676,676.0,"317,717","617.403581502,335.779516846","3,3"
677,677.0,"848,820,848,820","88.2544210892,186.681884867,88.2544210892,186.681884867","1,1,2,2"
678,678.0,"1032,471","116.524676774,33.8483731447","1,1"
679,679.0,"118,38","61.7025135566,67.6168313449","1,1"
680,680.0,720,17.1156844453,3
681,681.0,"43,338","30.7541548698,80.9065991688","1,1"
682,682.0,"1117,1337,1117,1337","291.463324464,93.7695198738,291.463324464,93.7695198738","2,2,1,1"
683,683.0,"258,1125","73.1179751312,112.41620603","1,1"
684,684.0,"565,917,565,917","26.920408006,107.341760261,26.920408006,107.341760261","1,1,2,2"
685,685.0,"1249,1411,116,741","701.331431643,1365.94682466,188.943945973,530.23619095","3,3,3,3"
686,686.0,"313,1098","49.9945451355,35.0556119471","1,1"
687,687.0,"543,979","45.9075024873,42.0681332061","1,1"
688,688.0,"475,782,475,782,475,782","62.6029264646,103.237472374,62.6029264646,103.237472374,62.6029264646,103.237472374","1,1,2,2,2,2"
689,689.0,"894,815","69.7221856249,45.333032902","1,1"
690,690.0,"265,850,265,850,265,850,265,850","164.782256865,214.233630058,164.782256865,214.233630058,164.782256865,214.233630058,164.782256865,214.233630058","2,2,1,1,2,2,2,2"
691,691.0,"598,460,598,460,598,460","42.6253083886,73.0545194525,42.6253083886,73.0545194525,42.6253083886,73.0545194525","1,1,2,2,2,2"
692,692.0,1198,373.893163748,3
693,693.0,"1425,841","134.086570567,151.609005631","3,3"
694,694.0,"132,220,970","261.348472035,44.9453877588,20.087232268","3,3,3"
695,695.0,"987,723","126.875740239,209.267411345","4,4"
696,696.0,"1051,1143","127.631778631,55.7377935036","1,1"
697,697.0,"1130,1385,1130,1385,1130,1385,1130,1385","13.281394742,18.4476432781,13.281394742,18.4476432781,13.281394742,18.4476432781,13.281394742,18.4476432781","2,2,1,1,2,2,2,2"
698,698.0,"1174,1374,360,753","238.288654567,521.954728222,146.194446136,832.359782443","3,3,3,3"
699,699.0,"1120,829","40.6961109834,107.599307355","1,1"
700,700.0,"1222,1439","133.922604701,258.823292728","4,4"
701,701.0,"947,304","76.4260726344,81.5926841133","1,1"
702,702.0,"521,1108","92.8291342482,84.2265849497","1,1"
703,703.0,"276,1278","257.649758766,258.49222142","3,3"
704,704.0,"1377,868","120.632122463,259.399969253","4,4"
705,705.0,"915,524,915,524","140.721416914,116.374140326,140.721416914,116.374140326","1,1,2,2"
706,706.0,"1381,1071","125.247752712,151.241669445","1,1"
707,707.0,"1179,1250","314.906701359,359.301993876","4,4"
708,708.0,"156,602,1286,260","847.752765071,2244.9888294,1899.72798947,1521.87947971","3,3,3,3"
709,709.0,"485,657","191.943857755,100.673220506","1,1"
710,710.0,"55,1358,1237","43.4352819434,60.3130877081,48.862807534","1,1,1"
711,711.0,"872,570,872,570,872,570","142.151526826,110.110250096,142.151526826,110.110250096,142.151526826,110.110250096","1,1,2,2,2,2"
712,712.0,"231,1417,1392","640.028702851,1014.16947177,415.624471244","3,3,3"
713,713.0,1398,49.6026727498,1
714,714.0,"136,552,136,552,136,552","129.304766075,143.019872364,129.304766075,143.019872364,129.304766075,143.019872364","1,1,2,2,2,2"
715,715.0,"962,175","1064.62510944,1135.62519627","3,3"
716,716.0,"22,391,22,391,22,391,22,391","167.264744763,403.771838002,167.264744763,403.771838002,167.264744763,403.771838002,167.264744763,403.771838002","2,2,1,1,2,2,2,2"
717,717.0,"676,1246","335.779516846,480.653124922","3,3"
718,718.0,"1072,7","21.7040659843,45.0535130997","4,4"
719,719.0,"972,248,972,248,972,248","121.871534684,41.8261020153,121.871534684,41.8261020153,121.871534684,41.8261020153","1,1,2,2,2,2"
720,720.0,"680,582","17.1156844453,233.230999425","3,3"
721,721.0,"63,575","68.1078977328,113.952585256","1,1"
722,722.0,"611,1079","105.610610561,57.3968787301","1,1"
723,723.0,"695,177,879","209.267411345,159.002037723,304.375582941","4,4,4"
724,724.0,"54,1293","4.5768672352,6.69068426816","3,3"
725,725.0,"861,531","121.00634751,126.960813583","1,1"
726,726.0,"996,286,996,286,996,286,996,286","24.8322423144,15.7805393079,24.8322423144,15.7805393079,24.8322423144,15.7805393079,24.8322423144,15.7805393079","2,2,1,1,2,2,2,2"
727,727.0,"1314,1033,1314,1033","175.539922058,58.1459721349,175.539922058,58.1459721349","1,1,2,2"
728,728.0,"1213,1120","132.811232964,21.9459236959","1,1"
729,729.0,"610,410","29.2895587174,124.435761526","1,1"
730,730.0,"1310,1160,978","4.63434920101,118.677065401,492.108821523","3,3,3"
731,731.0,1085,47.5959363031,3
732,732.0,"1412,1363","239.245942848,253.400077555","4,4"
733,733.0,"221,1247","145.721210151,303.601304544","1,1"
734,734.0,"1371,92","1.78102158713,20.1227370795","1,1"
735,735.0,"816,849","52.1082597464,27.9648735333","1,1"
736,736.0,"422,745","817.323625242,461.235945481","3,3"
737,737.0,"1216,1394","39.8817380329,67.542103757","1,1"
738,738.0,"89,540","120.293526742,127.097018983","2,2"
739,739.0,"162,176,162,239,176,162,176,162,176","8.69055171169,2.83779942204,8.69055171169,11.455636484,2.83779942204,8.69055171169,2.83779942204,8.69055171169,2.83779942204","2,2,1,1,1,2,2,2,2"
740,740.0,"330,1159","36.5255105893,34.6082165065","1,1"
741,741.0,"685,796","530.23619095,1185.2880341","3,3"
742,742.0,"558,1429","340.785065926,358.473320662","3,3"
743,743.0,"1422,1419,1422,1419,1422,1419,1422,1419","1.04494025969,5.22860433994,1.04494025969,5.22860433994,1.04494025969,5.22860433994,1.04494025969,5.22860433994","2,2,1,1,2,2,2,2"
744,744.0,"866,84","5.51199710186,4.89861657603","3,3"
745,745.0,"736,1233","461.235945481,30.1662930411","3,3"
746,746.0,"623,1057,623,1057,623,1057,623,1057","33.2021227496,28.5507251488,33.2021227496,28.5507251488,33.2021227496,28.5507251488,33.2021227496,28.5507251488","2,2,1,1,2,2,2,2"
747,747.0,"1218,111,1218,111,1218,111,1218,111","61.5824222591,61.3580893926,61.5824222591,61.3580893926,61.5824222591,61.3580893926,61.5824222591,61.3580893926","2,2,1,1,2,2,2,2"
748,748.0,"1013,525","30.0987276088,107.651025065","2,2"
749,749.0,15,145.021374542,1
750,750.0,"1396,1396,635,1396,1396","44.1160498104,44.1160498104,420.231532385,44.1160498104,44.1160498104","2,1,3,2,2"
751,751.0,"1350,1340","230.407714135,93.1280371165","1,1"
752,752.0,"85,1163","24.2361347896,41.9653682979","4,4"
753,753.0,"698,667","832.359782443,1196.8161387","3,3"
754,754.0,"536,795,14,536,795,14","258.418283757,134.252019071,223.882056863,258.418283757,134.252019071,223.882056863","1,1,1,2,2,2"
755,755.0,"979,793,488","148.763690519,160.613816144,196.637473153","1,1,1"
756,756.0,"166,574","31.7295539159,39.3589113201","1,1"
757,757.0,"517,269","56.8080697865,29.4872725658","1,1"
758,758.0,"634,1212","40.0561830396,117.526839502","1,1"
759,759.0,"184,106","39.6388377671,117.245510675","1,1"
760,760.0,"1296,1193,1296,1193,1296,1193,1296,1193","46.8283829105,37.446822297,46.8283829105,37.446822297,46.8283829105,37.446822297,46.8283829105,37.446822297","2,2,1,1,2,2,2,2"
761,761.0,"932,1055","35.8861726656,72.3313340812","1,1"
762,762.0,"582,548,367,1334,651","522.359189226,221.392431498,1154.71048048,284.507274548,1481.23908861","3,3,3,3,3"
763,763.0,"1116,943","395.312261452,308.282129198","3,3"
764,764.0,"934,1404,237","305.311774236,242.503745979,476.767719427","3,3,3"
765,765.0,"62,559,225","145.295635384,271.507019553,173.24891655","4,4,4"
766,766.0,"1409,390","7.39281540265,120.126642842","1,1"
767,767.0,"193,174,193,174,193,174,193,174","124.997299963,67.4010800097,124.997299963,67.4010800097,124.997299963,67.4010800097,124.997299963,67.4010800097","2,2,1,1,2,2,2,2"
768,768.0,"1317,625,1317,625,1317,625","127.596762633,43.6460976124,127.596762633,43.6460976124,127.596762633,43.6460976124","1,1,2,2,2,2"
769,769.0,"1165,889","69.4332481812,48.521738243","1,1"
770,770.0,"215,1416","337.744355373,252.042016185","4,4"
771,771.0,"347,1122,1166","2033.04071045,1368.96496103,133.453898024","3,3,3"
772,772.0,"16,453,213","131.385949126,249.350847797,222.064831538","3,3,3"
773,773.0,"111,1312,111,1312,111,1312,111,1312","67.2751184948,19.1542493125,67.2751184948,19.1542493125,67.2751184948,19.1542493125,67.2751184948,19.1542493125","2,2,1,1,2,2,2,2"
774,774.0,1085,108.091906136,3
775,775.0,"607,424","713.97391064,724.939976442","3,3"
776,776.0,"651,903,345","2302.87094844,5534.86769266,4656.73726868","3,3,3"
777,777.0,"1164,1258,1164,1258,1164,1258,1164,1258","132.395353317,86.4406359805,132.395353317,86.4406359805,132.395353317,86.4406359805,132.395353317,86.4406359805","2,2,1,1,2,2,2,2"
778,778.0,"1298,319,1298,319","100.703382222,69.8948674761,100.703382222,69.8948674761","2,2,1,1"
779,779.0,"377,959","229.409707782,121.074842185","1,1"
780,780.0,"416,376","11.4633731859,126.496618073","3,3"
781,781.0,"985,1201","36.0717849943,90.0099813505","1,1"
782,782.0,"688,556,688,556,688,556","103.237472374,80.9646976962,103.237472374,80.9646976962,103.237472374,80.9646976962","1,1,2,2,2,2"
783,783.0,"1104,1197","182.968485619,248.861477047","4,4"
784,784.0,"619,972,619,972,619,972","124.995302497,64.5719807623,124.995302497,64.5719807623,124.995302497,64.5719807623","1,1,2,2,2,2"
785,785.0,"82,458","215.413891335,86.9416869069","3,3"
786,786.0,"924,23,924,23,924,23,924,23","21.0383833347,39.1285524503,21.0383833347,39.1285524503,21.0383833347,39.1285524503,21.0383833347,39.1285524503","2,2,1,1,2,2,2,2"
787,787.0,"1271,816","40.124681302,31.1530375627","1,1"
788,788.0,"818,494","54.038250465,97.7877028773","1,1"
789,789.0,"440,513,440,513","291.959647967,107.370639692,291.959647967,107.370639692","1,1,2,2"
790,790.0,"49,1021","213.953639349,168.753315566","2,2"
791,791.0,"1161,1139","299.125942846,302.552245041","3,3"
792,792.0,"899,842,899,842,899,842,899,842","121.385555878,56.7538353521,121.385555878,56.7538353521,121.385555878,56.7538353521,121.385555878,56.7538353521","2,2,1,1,2,2,2,2"
793,793.0,"755,35","160.613816144,136.310695128","1,1"
794,794.0,"1367,1061,1367,1061,1367,1061,1367,1061","77.2018104942,44.784499603,77.2018104942,44.784499603,77.2018104942,44.784499603,77.2018104942,44.784499603","2,2,1,1,2,2,2,2"
795,795.0,"754,608,754,608","134.252019071,73.9281914586,134.252019071,73.9281914586","1,1,2,2"
796,796.0,"741,1336","1185.2880341,1450.41200003","3,3"
797,797.0,"1432,91","26.418187067,58.737490455","1,1"
798,798.0,"19,82","87.4198527453,136.926607297","3,3"
799,799.0,"1001,1026,282","1093.90099199,101.413736499,9.38070027975","3,3,3"
800,800.0,"219,1379","95.8584231441,138.967279595","1,1"
801,801.0,"80,460","76.8071330352,27.2109914333","1,1"
802,802.0,"1302,571","30.5053376646,21.8365838696","1,1"
803,803.0,"1008,211,1008,211,1008,211,1008,211","13.1478244752,44.2835062436,13.1478244752,44.2835062436,13.1478244752,44.2835062436,13.1478244752,44.2835062436","2,2,1,1,2,2,2,2"
804,804.0,"335,254","572.283006719,875.686594755","3,3"
805,805.0,"110,915,359","35.9918280727,17.657334159,12.4496563299","2,2,2"
806,806.0,"1402,1402,1402,1402","142.331128188,142.331128188,142.331128188,142.331128188","2,1,2,2"
807,807.0,"1240,86,1240,86,1131","126.460587418,34.9358487762,126.460587418,34.9358487762,138.659630052","2,2,1,1,1"
808,808.0,"1058,869","167.786762154,179.108280548","1,1"
809,809.0,256,109.516103193,3
810,810.0,"454,326","71.111818029,62.7832045119","3,3"
811,811.0,"1439,835","232.714870854,568.730182301","4,4"
812,812.0,"238,435","39.837106135,16.6032887376","1,1"
813,813.0,"504,495","1634.14141651,1655.68402424","3,3"
814,814.0,"1324,21","21.279930708,67.3101460477","1,1"
815,815.0,"689,147","45.333032902,40.4077717672","1,1"
816,816.0,"787,1137,735","31.1530375627,7.41410419706,52.1082597464","1,1,1"
817,817.0,"1292,108","23.2685787539,41.5874243979","1,1"
818,818.0,"394,788","66.3077715854,54.038250465","1,1"
819,819.0,"1022,1232","53.2226479561,67.8835748859","1,1"
820,820.0,"677,1314,677,1314","186.681884867,185.690839857,186.681884867,185.690839857","1,1,2,2"
821,821.0,"964,1300","26.1284287725,55.6867821548","1,1"
822,822.0,"81,260","291.812929635,236.472843296","3,3"
823,823.0,"884,566","65.5429803144,67.6348318506","3,3"
824,824.0,"1441,17,1441,17,1441,17,1441,17","8.70704379903,6.42919232389,8.70704379903,6.42919232389,8.70704379903,6.42919232389,8.70704379903,6.42919232389","2,2,1,1,2,2,2,2"
825,825.0,"509,609","167.083984698,145.223647553","3,3"
826,826.0,"918,25","2370.30471877,1859.66405076","3,3"
827,827.0,"1295,919,1295,919,1295,919,1295,919","36.0926705895,32.6419236657,36.0926705895,32.6419236657,36.0926705895,32.6419236657,36.0926705895,32.6419236657","2,2,1,1,2,2,2,2"
828,828.0,"649,185,1155,649,185,1155,649,185,1155,649,185,1155","156.092271337,128.226621462,117.93734149,156.092271337,128.226621462,117.93734149,156.092271337,128.226621462,117.93734149,156.092271337,128.226621462,117.93734149","2,2,2,1,1,1,2,2,2,2,2,2"
829,829.0,"699,901","107.599307355,45.3901083281","1,1"
830,830.0,"442,1270,442,1270,442,1270,442,1270","31.3070517753,32.5357898208,31.3070517753,32.5357898208,31.3070517753,32.5357898208,31.3070517753,32.5357898208","2,2,1,1,2,2,2,2"
831,831.0,"853,1427,853,1427,853,1427","274.913224566,193.010711988,274.913224566,193.010711988,274.913224566,193.010711988","2,2,2,2,2,2"
832,832.0,"669,1102,551,937","154.962775468,2188.85760967,891.643906657,1896.35662376","3,3,3,3"
833,833.0,"660,1081","595.467229953,921.759260003","3,3"
834,834.0,"907,234","9.83954963563,14.9373804919","3,3"
835,835.0,"811,596","568.730182301,469.912590407","4,4"
836,836.0,845,307.000615118,3
837,837.0,"399,505","78.6719429479,116.970173416","1,1"
838,838.0,"848,373,848,373,848,373,848,373","81.9874116959,195.136705758,81.9874116959,195.136705758,81.9874116959,195.136705758,81.9874116959,195.136705758","2,2,1,1,2,2,2,2"
839,839.0,"1221,1256","34.1952237815,56.1595487327","2,2"
840,840.0,436,16.1059365638,3
841,841.0,693,151.609005631,3
842,842.0,"792,310,792,310,792,310,792,310","56.7538353521,17.0650520673,56.7538353521,17.0650520673,56.7538353521,17.0650520673,56.7538353521,17.0650520673","2,2,1,1,2,2,2,2"
843,843.0,"1212,172,1206","116.831915591,44.0655102318,174.463248292","1,1,1"
844,844.0,"294,64","159.729062256,35.1875249641","1,1"
845,845.0,"1031,1132,836","238.297599375,318.035583993,307.000615118","3,3,3"
846,846.0,"611,956","90.6142279769,60.5310219275","1,1"
847,847.0,"105,245,103","213.240740143,66.0288680029,121.785238195","1,1,1"
848,848.0,"838,586,838,268,586,677,838,268,586,677,838,586","81.9874116959,21.6652275728,81.9874116959,188.377512842,21.6652275728,88.2544210892,81.9874116959,188.377512842,21.6652275728,88.2544210892,81.9874116959,21.6652275728","2,2,1,1,1,1,2,2,2,2,2,2"
849,849.0,"735,204","27.9648735333,56.1002429838","1,1"
850,850.0,"690,1399,690,1399,690,1399,690,1399","214.233630058,229.319137153,214.233630058,229.319137153,214.233630058,229.319137153,214.233630058,229.319137153","2,2,1,1,2,2,2,2"
851,851.0,"1154,1116,1188","140.36286595,240.259823078,142.374588702","3,3,3"
852,852.0,"1129,330","14.0269969321,18.5999735614","1,1"
853,853.0,"1400,831,1400,1068,1400,831,1400,831","68.602864015,274.913224566,68.602864015,36.5443133547,68.602864015,274.913224566,68.602864015,274.913224566","2,2,1,1,2,2,2,2"
854,854.0,"210,980","29.7344510803,25.1650129834","3,3"
855,855.0,"1357,603","41.8372920128,54.9023994248","1,1"
856,856.0,"1366,431","767.190893583,575.974481616","3,3"
857,857.0,"352,656","15.0322466981,14.7562762077","1,1"
858,858.0,"922,1190,922,1190","243.184564998,168.713021925,243.184564998,168.713021925","1,1,2,2"
859,859.0,"904,864","163.813219489,32.8660942664","1,1"
860,860.0,"77,359","29.1283313986,14.6376267525","2,2"
861,861.0,"232,300,232,725,300,232,300,232,300","117.697649426,124.438858078,117.697649426,121.00634751,124.438858078,117.697649426,124.438858078,117.697649426,124.438858078","2,2,1,1,1,2,2,2,2"
862,862.0,"1435,502","36.3825343054,121.695583098","1,1"
863,863.0,"133,118","48.6321250955,75.3709469739","1,1"
864,864.0,"859,1213","32.8660942664,93.7544897589","1,1"
865,865.0,"931,1402,931,1402,931,1402,931,1402","31.9567887694,136.0299359,31.9567887694,136.0299359,31.9567887694,136.0299359,31.9567887694,136.0299359","2,2,1,1,2,2,2,2"
866,866.0,"1242,744","7.28663992037,5.51199710186","3,3"
867,867.0,"999,346","80.0084294619,141.301243637","3,4"
868,868.0,"704,161","259.399969253,254.640739036","4,4"
869,869.0,"808,103","179.108280548,156.834439469","1,1"
870,870.0,"490,514,490,514,490,514,490,514","21.1290699006,69.3854496465,21.1290699006,69.3854496465,21.1290699006,69.3854496465,21.1290699006,69.3854496465","2,2,1,1,2,2,2,2"
871,871.0,"1312,1295,1312,1295,1312,1295,1312,1295","33.5464135889,34.8909101905,33.5464135889,34.8909101905,33.5464135889,34.8909101905,33.5464135889,34.8909101905","2,2,1,1,2,2,2,2"
872,872.0,"148,711,148,711,148,711","51.4362968306,142.151526826,51.4362968306,142.151526826,51.4362968306,142.151526826","1,1,2,2,2,2"
873,873.0,"1149,554","60.4964552323,32.2309246698","1,1"
874,874.0,"10,193,10,193,10,193,10,193","51.7944099855,130.220390759,51.7944099855,130.220390759,51.7944099855,130.220390759,51.7944099855,130.220390759","2,2,1,1,2,2,2,2"
875,875.0,"409,365","1462.07522069,1365.01188533","3,3"
876,876.0,542,106.367539271,3
877,877.0,1345,173.689078286,3
878,878.0,"1135,455","26.7718955093,17.3186305502","1,1"
879,879.0,723,304.375582941,4
880,880.0,"1335,239","19.1079525945,56.3962642887","1,1"
881,881.0,"639,1005","157.307532143,156.192132577","1,1"
882,882.0,"300,400,300,400,300,400,300,400","230.522187311,111.473877767,230.522187311,111.473877767,230.522187311,111.473877767,230.522187311,111.473877767","2,2,1,1,2,2,2,2"
883,883.0,"992,500","3.58510513723,5.40054139118","3,3"
884,884.0,"32,823","172.508260844,65.5429803144","3,3"
885,885.0,"285,1048","4.99714466023,49.1944003754","1,1"
886,886.0,"976,658,976,658,976,658,976,658","21.5104326316,68.9163610141,21.5104326316,68.9163610141,21.5104326316,68.9163610141,21.5104326316,68.9163610141","2,2,1,1,2,2,2,2"
887,887.0,"956,273","93.7805763287,121.419236143","1,1"
888,888.0,"1202,1185,1202,1185,506","353.910056007,117.397381849,353.910056007,117.397381849,132.794821073","2,2,1,1,1"
889,889.0,"769,252","48.521738243,44.5479398996","1,1"
890,890.0,"1119,1260","963.26772625,682.307044807","3,3"
891,891.0,"365,236","1067.97072364,1071.25796464","3,3"
892,892.0,"1002,1111,1002,1111,1002,1111,1002,1111","54.7720887907,79.7977287551,54.7720887907,79.7977287551,54.7720887907,79.7977287551,54.7720887907,79.7977287551","2,2,1,1,2,2,2,2"
893,893.0,"1266,374","88.1666136844,116.04459287","1,1"
894,894.0,"203,689","20.0725246837,69.7221856249","1,1"
895,895.0,"322,1352","51.3880976633,34.7747602701","1,1"
896,896.0,"621,208","35.6634584608,64.3377063675","1,1"
897,897.0,"1416,433","149.009255281,173.040691468","4,4"
898,898.0,"607,1027,327","262.929215997,210.877856119,184.736304482","3,3,3"
899,899.0,"423,792,423,792,423,792,423,792","49.6424958169,121.385555878,49.6424958169,121.385555878,49.6424958169,121.385555878,49.6424958169,121.385555878","2,2,1,1,2,2,2,2"
900,900.0,"367,272","1780.09144441,1920.15815818","3,3"
901,901.0,"829,1311","45.3901083281,69.2145120897","1,1"
902,902.0,"923,564","73.1334419539,9.01595598871","3,3"
903,903.0,"776,940","5534.86769266,2108.54142414","3,3"
904,904.0,"349,859","41.4223323102,163.813219489","1,1"
905,905.0,"1156,1156,235,124,932,205,1156,1156","2.83227085628,2.83227085628,1.12997955389,11.9346743161,13.2208221073,2.20499019488,2.83227085628,2.83227085628","2,1,1,1,1,3,2,2"
906,906.0,"484,484,484,484","16.8044987404,16.8044987404,16.8044987404,16.8044987404","2,1,2,2"
907,907.0,"1282,834","16.4801957861,9.83954963563","3,3"
908,908.0,"949,356","85.726646635,87.9715536083","1,1"
909,909.0,"1068,42","70.4570661218,44.83747901","1,1"
910,910.0,"1305,530","165.251039357,203.686667524","4,4"
911,911.0,"119,134","78.5168775385,82.1495640005","4,4"
